Id,ProductId,Score,Sentiment,Polarity,Summary
40,B001EO5QW8,5,Positive,0.32,Wife's favorite Breakfast
41,B001EO5QW8,5,Positive,0.25952380952380955,Why wouldn't you buy oatmeal from Mcanns? Tastes great!
42,B001EO5QW8,5,Neutral,0.06466536935286936,Oatmeal For Oatmeal Lovers
43,B001EO5QW8,5,Positive,0.6875,Food-Great
44,B001EO5QW8,5,Positive,0.63,Good Hot Breakfast
45,B001EO5QW8,5,Positive,0.4666666666666666,Great taste and convenience
46,B001EO5QW8,3,Positive,0.1708333333333333,Hearty Oatmeal
47,B001EO5QW8,5,Positive,0.475,good
48,B001EO5QW8,3,Positive,0.7,Mushy
49,B001EO5QW8,4,Positive,0.16481481481481483,Very good but next time I won't order the Variety Pack
50,B001EO5QW8,3,Neutral,0.05,Same stuff
51,B001EO5QW8,1,Negative,-0.12499999999999999,Don't like it
52,B000G6RPMY,5,Positive,0.3625,HOT!  And good!  Came back for more  :)
53,B000G6RPMY,4,Negative,-0.14351190476190476,You'll go nuts over Ass-Kickin' Peanuts.
54,B000G6RPMY,3,Neutral,0.052222222222222225,not ass kickin
55,B002GWHC0G,4,Positive,0.17247474747474748,Roasts up a smooth brew
56,B002GWHC0G,5,Positive,0.41825396825396827,Our guests love it!
57,B004N5KULM,5,Neutral,0.13888888888888887,Awesome Deal!
58,B004N5KULM,5,Positive,0.625,How can you go wrong!
59,B004N5KULM,5,Positive,0.75,Awsome - Kids in neighborhood loved us!
60,B004N5KULM,5,Positive,0.43333333333333335,great deal.
61,B004N5KULM,3,Positive,0.26666666666666666,Better price for this at Target
62,B004N5KULM,5,Positive,0.16499999999999998,pretty expensive
63,B001EO5TPM,1,Negative,-0.5,stale product.
64,B005DUM9UQ,5,Positive,0.3,Hammer Nutrition 's Fizz Rocks!
65,B005DUM9UQ,5,Neutral,0.03690476190476192,great source of electrolytes
66,B005DUM9UQ,5,Neutral,0.14907407407407408,Great for preventing cramps
67,B005DUM9UQ,5,Positive,0.1523095238095238,Low Carb Alternative to Gatorade
68,B005DUM9UQ,2,Neutral,-0.03249999999999997,Taste is not so good.
69,B000E7VI7S,3,Neutral,0.07783333333333332,How much would you pay for a bag of chocolate pretzels?
70,B000E7VI7S,5,Negative,-0.24999999999999992,pretzel haven!
71,B001GVISJC,5,Positive,0.16374999999999998,Great Gummi!
72,B001GVISJC,5,Positive,0.28186274509803916,Bigger then other brands
73,B006SQBRMA,5,Positive,0.47433333333333333,Best ever latice tart
74,B0059WXJKM,1,Neutral,0.012271962044689331,Warning!  WARNING!  -ALCOHOL SUGARS!
75,B001EPPI84,2,Positive,0.5,nothing special
76,B001EPPI84,1,Neutral,0.0,No Tea Flavor
77,B004X2KR36,5,Positive,0.16666666666666666,Good
78,B004X2KR36,5,Neutral,0.07187499999999998,Taste great
79,B004X2KR36,3,Positive,0.20000000000000004,Order only in cold weather
80,B005R8JE8O,5,Positive,0.27999999999999997,this is the best
81,B0066DMI6Y,5,Positive,0.3225,Delicious!
82,B0066DMI6Y,4,Positive,0.425,Great
83,B003ZFRKGO,5,Positive,0.1502267573696145,Forget Molecular Gastronomy - this stuff rockes a coffee creamer!
84,B0019CW0HE,3,Positive,0.1854308390022676,Natural Balance Lamb and Rice
85,B0019CW0HE,3,Positive,0.23928571428571427,INCREASED MY DOGS ITCHING
86,B0019CW0HE,5,Positive,0.3551020408163265,Great food!
87,B0019CW0HE,5,Positive,0.2,Great for my dogs allergies
88,B0019CW0HE,5,Positive,0.1761904761904762,Great for stomach problems!
89,B0019CW0HE,5,Neutral,0.0017857142857142952,Better life for you dog!
90,B0019CW0HE,5,Positive,0.4333333333333334,Great Food
91,B0019CW0HE,5,Positive,0.18010204081632653,Great food for my my dog who has a sensitive stomach.
92,B0019CW0HE,5,Positive,0.4,Great dog food
93,B0019CW0HE,5,Neutral,0.09914965986394556,Mmmmm  Mmmmm good.
94,B0019CW0HE,5,Neutral,0.013888888888888892,Great Dog Food!
95,B0019CW0HE,5,Negative,-0.05555555555555555,So convenient
96,B0019CW0HE,5,Neutral,0.109375,Good healthy dog food
97,B0019CW0HE,5,Positive,0.18492063492063493,Great dog food
98,B0019CW0HE,5,Neutral,0.09500000000000004,"Great allergy sensitive dog food, dogs love it"
99,B0019CW0HE,5,Neutral,-0.030173160173160168,Perfect for our English Bulldog with Allergies
100,B0019CW0HE,1,Negative,-0.3533333333333334,Bad
101,B004K2IHUO,5,Neutral,0.06,Taste wise it is a 6 star item
102,B004K2IHUO,4,Neutral,0.12777777777777777,Great Support
103,B004K2IHUO,4,Positive,0.17500000000000002,TART!
104,B004K2IHUO,5,Positive,0.175,Omaha Apple Tartlets
105,B004K2IHUO,5,Positive,0.5066666666666666,Loved these Tartlets
106,B004K2IHUO,5,Positive,0.4904761904761905,The best
107,B004K2IHUO,3,Positive,1.0,disappointing
108,B001REEG6C,5,Positive,0.24285714285714285,Wasting Vinegar on a Cucumber is a Shame!
109,B001REEG6C,5,Positive,0.36875,Asparagus Bliss
110,B001REEG6C,5,Positive,0.3566760037348273,My Idea of a Good Diet Food.
111,B000J0HIT2,2,Neutral,0.0625,Low Carb Angel Food Puffs
112,B0037LW78C,5,Positive,0.34500000000000003,Delicious tea
113,B0037LW78C,5,Neutral,0.11230769230769232,My every day green tea
114,B0037LW78C,5,Positive,0.6333333333333334,the best tea ever... freah bright clean
115,B0037LW78C,5,Neutral,0.04280303030303031,Tea review
116,B0037LW78C,5,Positive,0.5,Wonderful Tea
117,B0026Y3YBK,5,Positive,0.15000000000000002,Great cookies
118,B0026Y3YBK,5,Positive,0.3333333333333333,Best everyday cookie!
119,B003SE19UK,5,Neutral,0.10487528344671204,So Far So Good
120,B003SE19UK,5,Positive,0.231875,Best Cat Food
121,B003SE19UK,5,Positive,0.5399999999999999,Great food.
122,B003SE19UK,5,Neutral,0.09027777777777778,Perfect Cat Food For Older Cats!
123,B003SE19UK,5,Neutral,0.02416666666666667,Good for Feline UTI
124,B003SE19UK,5,Neutral,0.03816137566137566,Palatable and healthy
125,B003SE19UK,5,Neutral,0.03147058823529412,Healthy & They LOVE It!
126,B003SE19UK,5,Neutral,0.09333333333333332,Wonderful food - perfect for allergic kitties
127,B003SE19UK,5,Positive,0.19270833333333334,Holistic select cat food
128,B003OB0IB8,4,Neutral,0.05000000000000003,Tastes great. Love Hot & Spicy. Bad price here.
129,B003OB0IB8,5,Positive,0.2017857142857143,My favorite ramen
130,B003OB0IB8,3,Neutral,0.012500000000000039,It burns!
131,B003OB0IB8,5,Positive,0.3833333333333333,Amazing to the last bite.
132,B003OB0IB8,2,Neutral,0.1111111111111111,Not for me
133,B003OB0IB8,5,Positive,0.20714285714285713,Great spicy flavor
134,B003OB0IB8,5,Positive,0.15333333333333335,Great value and convenient ramen
135,B003OB0IB8,5,Positive,0.25,great flavor
136,B003OB0IB8,4,Negative,-0.12944444444444442,"Tastes great, but is cheaper locally."
137,B002SRYRE8,5,Positive,0.27305555555555555,Tastes awesome & looks beautiful
138,B002SRYRE8,5,Positive,0.2352272727272727,Happy Face
139,B002SRYRE8,5,Negative,-0.1951388888888889,Simply the BEST!
140,B002SRYRE8,5,Positive,0.1773809523809524,Excellent Product/Life Saver
141,B001GVISJW,4,Neutral,0.009999999999999998,Nice snack
142,B001GVISJW,4,Positive,0.21979166666666666,Good Licorice
143,B001GVISJW,5,Neutral,0.1225,I love these!!!!!!!!
144,B001GVISJW,5,Positive,0.336969696969697,Great for the kids!
145,B001GVISJW,3,Positive,0.21904761904761905,Bite sized
146,B0017I8UME,5,Positive,0.3357638888888889,Sweet with a nice kick!
147,B0017I8UME,2,Neutral,0.06288419913419914,BROKEN BOTTLE BOTTOMS!
148,B0017I8UME,5,Positive,0.16874999999999998,Love the salsa!!
149,B0064KU9HO,3,Positive,0.22666666666666666,Ehhh...
150,B0037ZFEW4,5,Positive,0.51,awesome cornmeal
151,B00374XSVY,5,Positive,0.23636363636363636,GREAT marinade!
152,B00374XSVY,5,Positive,0.3066666666666667,Awesome stuff
153,B005P0HHGK,4,Positive,0.31666666666666665,tastes good
154,B002HQAXUW,1,Neutral,-0.033333333333333326,Rip off Price
155,B000SV90J8,5,Positive,0.5611111111111111,JELL-O
156,B000SV90J8,5,Positive,0.2642857142857143,Great flavor of Jell-o.
157,B0036VM05I,5,Neutral,0.0,Great Deal
158,B0036VM05I,5,Positive,0.6333333333333333,Great tasting sea salt WITH iodine
159,B000ITVLE2,5,Positive,0.54,tastes very fresh
160,B000ITVLE2,5,Negative,-0.10729166666666663,Simple but good
161,B000ITVLE2,5,Positive,0.7666666666666666,tasty!
162,B000ITVLE2,3,Negative,-0.09722222222222222,Not the greatest tasting..
163,B000ITVLE2,4,Positive,0.17894345238095238,Not Bad
164,B000ITVLE2,5,Positive,0.19955357142857144,"Right size, taste"
165,B000ITVLE2,1,Neutral,0.08476190476190476,Tasteless but low calorie
166,B003TQQKFQ,5,Neutral,0.018750000000000003,This stuff is sooooo good!
167,B003TQQKFQ,5,Positive,0.725,Best Stuff Ever
168,B007B9J6G2,1,Negative,-0.058333333333333334,Very Low quality
169,B0064KO0BU,1,Neutral,0.039999999999999994,Not Banana Runts
170,B0064KO0BU,3,Neutral,0.004166666666666666,Banana Heads Not Banana Runts
171,B0064KO0BU,5,Positive,0.2,Worked great!
172,B001IUKD76,5,Neutral,0.018855218855218858,Ricore forever
173,B001IUKD76,5,Positive,0.325,Delicious!
174,B0081XN2HQ,5,Positive,0.2764835164835165,"Fluffy, Soft, Delicious and Sugary Sweet"
175,B0025VRCJY,4,Positive,0.26666666666666666,Great but not as good as it was back in the day as a teen
176,B0025VRCJY,5,Positive,0.33375,EXCELLENT LEMON JUICE
177,B0025VRCJY,5,Positive,0.19999999999999998,Great Product
178,B0025VRCJY,5,Positive,0.3,Handy
179,B0025VRCJY,4,Positive,0.4333333333333333,ReaLemon Juice from Amazon.
180,B005CJVVJ8,4,Neutral,0.04027777777777778,"relaxing, almost like something you smoke"
181,B005CJVVJ8,4,Neutral,0.11249999999999998,Never paid that much !
182,B005CJVVJ8,5,Positive,0.5916666666666667,Marley's Mellow Mood Lite - Half Tea Half Lemonade
183,B005CJVVJ8,3,Positive,0.19895833333333332,Great product to help you sleep
184,B001KUUNP6,5,Positive,0.18654761904761902,Perfect for gluten-free chocolate chip cookies
185,B001KUUNP6,5,Positive,0.5666666666666667,Garbonzo  Bean Flour
186,B001KUUNP6,5,Negative,-0.06759259259259259,yum falafel
187,B000NY8ODS,5,Positive,0.20677083333333332,"Make a fresh fruit tart, light and beautiful"
188,B00029XIZI,5,Positive,0.3266666666666666,Miracle
189,B004V6AH34,4,Neutral,0.042361111111111106,not bad for instant healthy coffee
190,B004V6AH34,3,Neutral,0.10000000000000002,It's ok
191,B004V6AH34,5,Positive,0.75,I love it!
192,B004V6AH34,5,Positive,0.19846938775510203,great taste and has health benefits!
193,B004V6AH34,5,Positive,0.3416666666666667,Tastes Great. Arrived in 2 days!
194,B0028C44Z0,5,Neutral,0.07931818181818183,Great for after lunch
195,B0028C44Z0,4,Positive,0.375,"Nice little mints, but pricey."
196,B0028C44Z0,5,Positive,0.39974489795918366,Altoids mini mints tins
197,B0028C44Z0,5,Neutral,0.125,Altoids Smalls-Wintergreen
198,B0028C44Z0,3,Neutral,0.13333333333333333,Sugarfree...
199,B0028C44Z0,5,Positive,0.6166666666666667,Tasty!!
200,B0028C44Z0,5,Positive,0.5,These mints are awesome!
201,B0028C44Z0,2,Neutral,0.125462962962963,Altoids Smalls
202,B0028C44Z0,5,Positive,0.2203125,Love these! And reusable containers
203,B0028C44Z0,5,Positive,0.8,Altoids
204,B0028C44Z0,4,Positive,0.2722222222222222,A huge hit at the office!
205,B0028C44Z0,5,Positive,0.33888888888888885,"Love 'em, they're great!"
206,B0028C44Z0,5,Positive,0.25666666666666665,Love these!
207,B0028C44Z0,5,Positive,0.30833333333333335,fresh!
208,B0028C44Z0,5,Positive,0.1594047619047619,Wintergreen Me
209,B0028C44Z0,1,Neutral,0.13458333333333333,These just don't do it for me as breath mints
210,B0009XLVGA,5,Positive,0.2891564454064453,"better than average, more expensive than average."
211,B0009XLVGA,5,Positive,0.17604166666666665,My cat loves it!
212,B0009XLVGA,5,Neutral,0.12326649958228907,Great For Fat Cats and Senior Citizens
213,B0009XLVGA,2,Neutral,0.03388888888888887,Nearly killed the cats
214,B0009XLVGA,1,Neutral,-0.03734023912595341,CHANGED FORMULA MAKES CATS SICK!!!!
215,B002TDK0VK,4,Neutral,0.1375,Best by the case
216,B002TDK0VK,5,Positive,0.2104166666666667,Looking for a different flavor?
217,B002TDK0VK,1,Negative,-0.25,Price cannot be correct
218,B0040WAG7Q,3,Positive,0.18055555555555558,More Hot/Spicy than McCormick's Brand
219,B001EO5ZMO,5,Neutral,0.13259803921568625,Ahmad Loose Imperial Blend Tea is great for the price
220,B001EO5ZMO,5,Positive,0.24185463659147868,Nice tea
221,B001EO5ZMO,5,Neutral,0.11142857142857142,A fragrant tea
222,B001EO5ZMO,5,Positive,0.3302083333333333,Best Ahmad Tea
223,B001EO5ZMO,5,Positive,0.3541666666666667,My favorite tea
224,B001EO5ZMO,5,Positive,1.0,Best tea ever!
225,B001EO5ZMO,2,Neutral,0.0,Not a real tea
226,B001SATU8E,4,Neutral,0.004170673076923063,DELICIOUS
227,B007JFV6RK,5,Negative,-0.07916666666666666,Best Bloody Mary mixer
228,B007JFV6RK,5,Negative,-0.06416666666666668,The Best
229,B007JFV6RK,5,Neutral,0.0,Mcclures bloody Mary mix
230,B001L4ELRW,1,Neutral,0.11166666666666666,Not Good
231,B003SO503C,5,Positive,0.2625,Love this tea!
232,B003SO503C,5,Neutral,0.026785714285714284,Really Nice Taste!
233,B003ZFXJDW,5,Positive,0.5340909090909091,just give me some watermelon and citron sea salt
234,B003ZFXJDW,1,Negative,-0.37857142857142856,Furniture Polish Taste
235,B003ZFXJDW,5,Positive,0.24333333333333332,Big tub o' salt
236,B001HTL6CY,2,Neutral,-0.03618421052631579,"Taste is neutral, quantity is DECEITFUL!"
237,B000WFRMRW,5,Positive,0.21523809523809526,Eukanuba puppy small breed dog food
238,B000WFRMRW,4,Neutral,0.10086433531746034,High Quality... But it gave my dog wicked gas..
239,B001EO5ZME,5,Positive,0.20126984126984127,Great tasting green tea and such a great deal.
240,B0093NIWVO,5,Positive,0.30625,OMG best chocolate jelly belly
241,B001EO5ZMY,5,Positive,0.22307692307692312,Excellent loose tea.
242,B001EO5ZMY,5,Positive,0.39999999999999997,Good anytime hot tea
243,B001EO5ZMY,5,Neutral,0.04708333333333333,My everyday cup of Tea
244,B001EO5ZMY,4,Neutral,0.025,This is what you get in the store
245,B001EO5ZMY,4,Positive,0.6833333333333332,Ahmad Tea
246,B001EO5ZMY,2,Neutral,-0.033935112506541076,Disappointed
247,B007TFONH0,5,Positive,0.2474273504273504,Wonderful!
248,B007TFONH0,5,Neutral,0.05000000000000001,Best way to buy kcups
249,B007TFONH0,5,Positive,0.26406250000000003,delicious
250,B000GGKQSO,5,Positive,0.2555555555555556,keeps you out of the dentest chair
251,B007J32WX4,5,Positive,0.20804093567251467,Super!  SuperFoods are Super easy!
252,B0017129DC,3,Neutral,-0.009722222222222215,Pok Chops
253,B0002567IW,1,Negative,-0.3055555555555555,Sad outcome
254,B0048IC328,4,Neutral,0.09333333333333335,Best Energy Shot For Me
255,B0048IC328,1,Negative,-0.5,Don't Waste Your Money
256,B0048IC328,2,Neutral,0.1474561403508772,"If you can't handle caffeine, this is not for you."
257,B0025WIAN0,5,Positive,0.653888888888889,"Yum, Yummy, Yummier"
258,B00821UN4M,1,Negative,-0.07333333333333333,Reeks like chemicals
259,B00821UN4M,2,Positive,0.25833333333333336,Disappointed!
260,B00473RWXY,5,Positive,0.25,Great for Gluten-free lifestyle!!
261,B002MV23XM,5,Positive,0.42857142857142855,my dog loves these
262,B002MV23XM,5,Positive,0.47500000000000003,YUMMY
263,B000LKZK7C,5,Neutral,0.07261904761904761,sugar in the raw
264,B000LKZK7C,3,Neutral,0.0585546398046398,Manufacturing Problems Diminish Product
265,B000LKZK7C,5,Neutral,0.08974358974358974,Good product but terrible agricultural practices
266,B000LKZK7C,5,Positive,0.325,Sugar in the raw
267,B000LKZK7C,5,Neutral,0.04333333333333334,Sugar in the raw
268,B000LKZK7C,1,Neutral,0.023057299843014127,Lie!!!!
269,B000LKZK7C,4,Positive,0.1923076923076923,It's sugar..
270,B000LKZK7C,4,Positive,0.33214285714285713,Excellent but not perfect
271,B000LKZK7C,4,Neutral,0.07195512820512819,Good product
272,B000LKZK7C,5,Neutral,-0.004294871794871795,You'll never use white sugar again.
273,B000LKZK7C,3,Neutral,0.08547008547008546,Thanks for the review Scott
274,B000LKZK7C,5,Positive,0.35,great
275,B000LKZK7C,5,Positive,0.3559259259259259,Awesome Sugar!
276,B000LKZK7C,4,Neutral,0.007852564102564122,Great product - weak packaging
277,B000LKZK7C,5,Positive,0.41200000000000003,Excellent!
278,B001D07IPG,5,Positive,0.3958333333333333,Excellent for G/F
279,B001D07IPG,5,Positive,0.4227272727272727,Amazing!
280,B001D07IPG,5,Positive,0.52,Very tasty chips!
281,B001D07IPG,5,Neutral,0.0,YUMMY
282,B001D07IPG,5,Positive,0.21142857142857144,Excellent Taste
283,B001D07IPG,1,Positive,0.17777777777777778,Over priced chips and lack rice taste
284,B000H13270,5,Positive,0.2902777777777778,Rotel saves me on a daily basis
285,B000H13270,5,Neutral,0.07142857142857142,"it's fabulous, but *not* from amazon!"
286,B000H13270,3,Neutral,0.1043333333333333,too expensive
287,B000H13270,3,Positive,0.15833333333333333,Not mild enough for me lol
288,B001UJEN6C,5,Neutral,0.10650183150183151,Great Natural Energy
289,B001UJEN6C,5,Neutral,0.13354978354978353,I like this stuff
290,B001UJEN6C,5,Positive,0.4694444444444444,Great Energy
291,B001UJEN6C,3,Positive,0.27,Not sure
292,B001UJEN6C,5,Positive,0.36111111111111116,"The best energy shot out there, smooth and organic!"
293,B001UJEN6C,5,Neutral,0.04687500000000003,"Fantastic, natural energy"
294,B001UJEN6C,5,Neutral,0.11704545454545455,Way better than Guayaki!
295,B001UJEN6C,3,Positive,0.5,Doesn't taste that good but provides you the energy
296,B001UJEN6C,5,Negative,-0.08557692307692308,Rocket in a Bottle
297,B001UJEN6C,4,Neutral,0.016666666666666663,This stuff works!!!
298,B001UJEN6C,5,Neutral,0.042857142857142864,Favorite energy shot and all natural too!
299,B001UJEN6C,5,Positive,0.20694444444444446,natural energy boost
300,B001UJEN6C,5,Neutral,0.14150000000000001,Best energy shot I have ever tasted!
301,B001UJEN6C,5,Positive,0.30625,The Best
302,B001UJEN6C,5,Positive,0.5349999999999999,Tested by a trucker
303,B001UJEN6C,5,Positive,0.4585714285714286,Good Stuff
304,B001UJEN6C,5,Neutral,0.0,Great energy drink without artificial ingredients
305,B001UJEN6C,5,Positive,0.17261904761904762,"Flavor getting better, energy is great"
306,B001UJEN6C,1,Negative,-0.18253968253968253,So awful I can barely describe
307,B003EMU7EU,4,Positive,0.2212962962962963,could use only once
308,B0064KOUNI,5,Positive,0.5666666666666667,VANILLA TOOTSIE ROLLS
309,B003YDP5PA,5,Neutral,0.13809523809523808,One of my Favoritte foods
310,B003YDP5PA,5,Positive,0.2333333333333333,Fantastic!
311,B003YDP5PA,5,Positive,0.5633333333333334,WOW
312,B003YDP5PA,1,Neutral,0.15,Very Dissapointed
313,B002X9JNYU,1,Negative,-0.125,what quantity is it!
314,B001EPQ0J0,5,Positive,0.22999999999999998,Very Good Coffee
315,B001EPQ0J0,5,Positive,0.325,Very Tasty
316,B001EPQ0J0,5,Neutral,0.04318181818181821,Excellent coffee
317,B000O9Y62A,5,Positive,0.15208333333333332,Hot!
318,B000O9Y62A,5,Positive,0.24841269841269842,Hot and delicious
319,B00283TPYE,5,Positive,0.23333333333333336,Swiss Chalet
320,B001FB69YY,5,Neutral,0.041666666666666664,Oyster Sauce
321,B004OYBN7C,5,Positive,0.2928571428571428,ABSOLUTELY DELICIOUS!
322,B000JEHAHS,5,Neutral,0.0,Great gag gift
323,B000JEHAHS,3,Positive,0.2866666666666667,arrived FAST
324,B000JEHAHS,3,Negative,-0.06805555555555555,Penguin Pooper
325,B000JEHAHS,1,Positive,0.22727272727272727,Never Arrived
326,B003VTN95K,5,Positive,0.5,coffee-mate coffee creamer hazelnut
327,B003VTN95K,5,Neutral,0.11194083694083695,No broken creamers!
328,B003VTN95K,4,Neutral,0.125,Shipped great
329,B003VTN95K,5,Neutral,0.09992673992673991,Better Packaging
330,B003VTN95K,5,Positive,0.5225,coffee-mate creamer
331,B003VTN95K,5,Positive,0.8,Perfect for work
332,B007DJ0O9I,1,Negative,-0.5,AWFUL
333,B007DJ0O9I,5,Positive,0.38363636363636366,Pop-Tarts Work of Art
334,B00469VSJI,5,Positive,0.459047619047619,"Yes, this is real excellent coffee!!!"
335,B00469VSJI,1,Negative,-0.5,Does not taste very good
336,B00469VSJI,1,Neutral,0.08714285714285716,No no
337,B002SRAU80,5,Positive,0.7125,The king of all seasoning salts.
338,B0067LDV66,5,Positive,0.21000000000000002,Toasted Sesame oil
339,B0067LDV66,5,Positive,0.8,"Tasty, tasty tasty!"
340,B000HKYP9A,5,Neutral,0.12626262626262624,"Love, Love, Love These!"
341,B000HKYP9A,4,Neutral,0.07708333333333334,"great for eating whole foods, clean with veggie brush"
342,B000HKYP9A,5,Neutral,0.1375,Absolutely LOVE IT!!
343,B000HKYP9A,3,Negative,-0.3333333333333333,Only good for ice
344,B000HKYP9A,5,Positive,0.3756060606060606,Great for teething
345,B000HKYP9A,3,Neutral,0.1313888888888889,Wonderful idea-difficult to clean.
346,B000HKYP9A,3,Positive,0.24375,I wasn't that impressed
347,B000HKYP9A,4,Positive,0.23072916666666668,Love the Fresh Food Feeder!!
348,B00067AD4U,5,Positive,0.375,Great Beans!!!
349,B00067AD4U,5,Positive,1.0,Good stuff!
350,B00067AD4U,5,Neutral,0.06250000000000001,excellent - exactly what I expected
351,B00067AD4U,5,Positive,0.39666666666666667,These are the Best!
352,B0029OWDAU,5,Positive,0.4666666666666666,Love Love Love
353,B000SEJ84M,5,Positive,0.35833333333333334,The product is great but the price is out of line
354,B001LMNXFA,5,Neutral,0.11666666666666665,Swedish Pearl is not the same as  Belgian Pearl
355,B001LMNXFA,5,Positive,0.325,Perfect!
356,B002J2DO8W,5,Neutral,0.15,great taste
357,B000U9V5AU,5,Positive,0.21800595238095238,Taste-tested by a wine maker
358,B001SB099M,4,Positive,0.36000000000000004,Excellent Everyday Olive Oil
359,B0041QJSJS,4,Positive,0.30124999999999996,"Love Weavers, I am a fan."
360,B0041QJSJS,5,Positive,0.375,Make My Day
361,B0041QJSJS,5,Positive,0.29250000000000004,Treat yourself to the best coffee!
362,B0041QJSJS,1,Negative,-0.115,Bitter
363,B0041QJSJS,5,Positive,0.1619047619047619,"Drinking it now, love the latin america ""aroma"""
364,B00437JI8Q,5,Positive,0.3499999999999999,GREAT SNACK
365,B00437JI8Q,5,Positive,0.25166666666666665,Best Bar
366,B00437JI8Q,5,Negative,-0.15,Can't find anywhere else!
367,B00437JI8Q,5,Positive,0.6,My New Granola Bar
368,B00437JI8Q,5,Neutral,0.1361111111111111,Another Husband Favorite
369,B002O3VHXU,4,Positive,0.2142857142857143,Price surprise
370,B002O3VHXU,5,Positive,0.26303571428571426,Very Smooth Coffee - Highly Recommended
371,B002O3VHXU,4,Neutral,0.031038961038961033,A saving grace for Green Mountain Coffee...
372,B002O3VHXU,5,Positive,0.16833333333333336,My favorite
373,B002O3VHXU,4,Neutral,0.09083333333333335,Good Coffee
374,B002O3VHXU,5,Positive,0.52,Nantucket blend k-cups
375,B0057FTBYO,5,Positive,0.3214285714285714,Fantastic Chicken Noodle soup
376,B0087HW5E2,5,Neutral,0.15,Greatest Oil since slice bread !!!!!!!
377,B003YXWAF8,5,Positive,0.38,Best Ever!
378,B003YXWAF8,5,Positive,0.2641666666666666,Deliciously scrumptious
379,B003YXWAF8,5,Positive,0.29375,Heinz no more!
380,B003YXWAF8,5,Positive,0.25333333333333335,This is really good stuff
381,B003YXWAF8,3,Negative,-0.1270833333333333,Disappointing
382,B003YXWAF8,1,Negative,-0.2958333333333333,Waste of money
383,B000UXA3L8,5,Positive,0.3333333333333333,Porcini Mushrooms an excellent product
384,B000UXA3L8,5,Positive,0.16584656084656085,"Excellent flavor, mostly large pieces"
385,B004AVYUOW,5,Neutral,0.0,The Best
386,B001ESOQAM,5,Positive,0.24229166666666668,Good for the money
387,B001ESOQAM,4,Positive,0.3464285714285715,"not the highest quality, but good for the price."
388,B001ESOQAM,5,Neutral,0.11166666666666666,Fresh - Whole.. perfect
389,B001ESOQAM,5,Neutral,0.024999999999999994,Fresh and Tasty
390,B001ESOQA2,4,Positive,0.24,Valentine gift winner
391,B003XT4AV0,2,Neutral,0.09285714285714285,Cat won't go near it!
